time,wind.direction,lat,lon,wind.speed,methane,name
02/01/2022 00:00,82.9335353616625,40.59586470824019,-105.1400168498412,4.582221421235543,5.2900682514266695,SW
02/01/2022 00:01,201.6118580661714,40.59567732773499,-105.14014770185018,2.1349623146461103,2.3445373557824443,N
02/01/2022 00:02,57.785963136702776,40.59582756261122,-105.13936578462153,0.9569690452143211,3.318138680498735,SW
02/01/2022 00:03,300.5868189409375,40.595511888031375,-105.13986892352992,0.2850195376895023,2.8168492291797533,N
02/01/2022 00:04,128.79409622401,40.59594098878048,-105.13969263560038,2.8144720785041653,2.366854948376444,N
02/01/2022 00:05,86.04232482612133,40.5954448,-105.1397074432357,5.8804137631293365,2.85463017953408,SW
02/01/2022 00:06,247.08538220264018,40.5954448,-105.13914,2.570078731034277,2.304179777561206,E
02/01/2022 00:07,64.4355002604425,40.59589601673252,-105.13966916370184,1.764312251642136,0.8720048246203409,S
02/01/2022 00:08,145.5392467137426,40.59587076200242,-105.1396634757639,1.7221038253643388,1.9784413394345446,N
02/01/2022 00:09,39.02034851722419,40.5954448,-105.13987965815893,1.430208574290095,0.6605021911455935,S
02/01/2022 00:10,189.90081215277314,40.59588768568988,-105.13966511824756,0.5648165157219857,2.1406286048315555,NE
02/01/2022 00:11,125.46489682048559,40.59585422194382,-105.13981056025433,3.543455473112688,3.9516134829847913,NW
02/01/2022 00:12,141.75892188213766,40.5960616400253,-105.14006256724525,1.4876292936721736,1.2334254537362923,SE
02/01/2022 00:13,115.25940684601665,40.59578209570061,-105.1400012034452,1.0759390112883793,1.1237417534623748,SE
02/01/2022 00:14,160.53714581765234,40.5954448,-105.13936786506768,1.1064988802502396,4.680820652917157,SE
02/01/2022 00:15,13.918811129406095,40.59585633011149,-105.13998048423721,2.390735386862201,3.287587970334885,N
02/01/2022 00:16,355.04896494559944,40.595863333528,-105.13917691814417,0.22982648585904167,3.2191317252407936,S
02/01/2022 00:17,205.14635215513408,40.59594600352996,-105.13954806451157,2.8566150944878763,2.6579195788638037,SW
02/01/2022 00:18,307.1405848581344,40.5954448,-105.13971533725065,1.4327371080446223,1.7549944889364957,E
02/01/2022 00:19,117.56747310049832,40.59598369560199,-105.13931607829066,3.151432046094753,0.3385559419110158,E
02/01/2022 00:20,88.37857455946505,40.59546044105364,-105.13996123423512,0.11519742412396637,0.025,N
02/01/2022 00:21,309.1311535052955,40.59562790921637,-105.13914,1.2543518704086312,3.2638327145672656,W
02/01/2022 00:22,197.15732110664248,40.59590245511691,-105.1400927153754,0.8814351613251662,1.3362396664711884,N
02/01/2022 00:23,303.10241281986237,40.595886075613045,-105.13965242007411,0.9138676384766967,3.9738630664931707,NE
02/01/2022 00:24,181.66351499967277,40.596109,-105.13966295032372,5.451955886982586,0.07091876036961864,S
02/01/2022 00:25,144.0563217457384,40.5954448,-105.13947970118282,1.101042863357698,2.770448870455975,SW
02/01/2022 00:26,2.5219252333045006,40.59577554738109,-105.14022246706013,0.24142519450845915,4.285453273081094,S
02/01/2022 00:27,250.61511696316302,40.59574390092805,-105.13988465349313,1.9142672126944817,0.025,NE
02/01/2022 00:28,224.90897848270833,40.59587447444172,-105.13940601301027,2.2956220810187675,2.953006560467662,W
02/01/2022 00:29,215.85527398623526,40.59594063203029,-105.13920478181718,1.1954637177544718,3.7573633466766756,E
02/01/2022 00:30,28.12636189162731,40.5954448,-105.1405673,2.0189867985186636,0.31440761283980656,NW
02/01/2022 00:31,87.98317336477339,40.595925821471646,-105.139521129398,2.334884159993508,0.4767201674944912,SE
02/01/2022 00:32,329.33387727476656,40.59608784287507,-105.13959684557051,1.02361762529106,0.9001803291497594,S
02/01/2022 00:33,259.6714955382049,40.59566532274095,-105.13964783482906,2.327761972512912,3.1345076431806262,W
02/01/2022 00:34,124.20551729388535,40.5954448,-105.14029663134149,5.316152596596934,2.4719255517842846,N
02/01/2022 00:35,257.6599506754428,40.59561933686277,-105.13991228595552,1.5581936957481628,1.004668701927061,SE
02/01/2022 00:36,90.0086426641792,40.59577018302927,-105.13966885356307,2.0431811553642425,2.071529484129027,NW
02/01/2022 00:37,196.13814412616193,40.59589408126624,-105.14001344797028,5.431621959983675,0.025,NW
02/01/2022 00:38,250.32069238834083,40.595763704929766,-105.13917734884957,2.678353095790456,2.0518039054599293,SE
02/01/2022 00:39,16.970659056678414,40.59579623606949,-105.14014022206557,0.22426220075654787,2.363871609832614,NW
02/01/2022 00:40,108.09753075242043,40.59572606780415,-105.13951823175238,2.0690373671465596,2.113096080117434,SE
02/01/2022 00:41,69.45706048049033,40.596109,-105.13998743641957,1.943044179575436,2.30977064968354,S
02/01/2022 00:42,225.3406914230436,40.59559295716423,-105.1396964244583,7.884664171904211,3.42912881639617,E
02/01/2022 00:43,286.9289625249803,40.595846975379025,-105.14003912988152,1.5202033207746177,3.6172087332894503,N
02/01/2022 00:44,125.74270511046052,40.59544994710194,-105.14005513285126,1.187957442918087,4.391991873094792,E
02/01/2022 00:45,187.07153325900435,40.5954448,-105.1397230278304,1.0210591913105895,1.2522143287878604,N
02/01/2022 00:46,218.88187075965106,40.596109,-105.14039240089399,2.2151422108043173,1.8428177493312203,SW
02/01/2022 00:47,4.435675330460072,40.59597005238468,-105.13914,0.3020966292394667,3.9815503191808395,E
